Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
2526,1839-UMACK,10.6,Baixo,Pagamento por cheque eletrônico,42,One year,No,25.05,949.85,Electronic check,No,Male,0,No,No
2527,3969-JQABI,10.6,Baixo,Contrato mensal,58,Month-to-month,DSL,65.25,3791.6,Credit card (automatic),Yes,Female,0,Yes,No
2528,6242-SGYTS,10.6,Baixo,"Internet fibra óptica, Mensalidade alta",62,One year,Fiber optic,94.95,5791.85,Credit card (automatic),Yes,Male,0,Yes,Yes
2529,6621-YOBKI,10.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.35,92.75,Mailed check,No,Male,0,No,No
2530,9938-TKDGL,10.6,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",68,Two year,Fiber optic,99.55,6668.0,Electronic check,Yes,Male,0,Yes,Yes
2531,7036-ZZKBD,10.5,Baixo,Contrato mensal,31,Month-to-month,DSL,66.4,2019.8,Credit card (automatic),Yes,Male,0,Yes,No
2532,7105-MXJLL,10.5,Baixo,—,26,One year,DSL,60.7,1597.4,Mailed check,No,Female,1,Yes,No
2533,5397-TUPSH,10.5,Baixo,"Internet fibra óptica, Mensalidade alta",65,One year,Fiber optic,70.95,4555.2,Bank transfer (automatic),Yes,Male,1,Yes,No
2534,6568-POCUI,10.5,Baixo,"Internet fibra óptica, Mensalidade alta",45,Two year,Fiber optic,95.2,4285.8,Credit card (automatic),Yes,Female,0,Yes,No
2535,9405-GPBBG,10.5,Baixo,"Internet fibra óptica, Mensalidade alta",64,Two year,Fiber optic,110.5,7069.25,Credit card (automatic),Yes,Female,0,No,No
2536,5837-LXSDN,10.5,Baixo,—,21,One year,DSL,58.85,1215.45,Credit card (automatic),Yes,Female,0,Yes,Yes
2537,7228-PAQPD,10.5,Baixo,—,14,One year,DSL,59.1,772.85,Credit card (automatic),No,Female,0,No,No
2538,2408-PSJVE,10.5,Baixo,Contrato mensal,44,Month-to-month,DSL,61.9,2924.05,Mailed check,Yes,Male,0,Yes,Yes
2539,5756-JYOJT,10.5,Baixo,Cliente novo (≤12 meses),11,One year,DSL,64.9,697.25,Credit card (automatic),No,Female,0,No,No
2540,5989-OMNJE,10.5,Baixo,Pagamento por cheque eletrônico,24,One year,DSL,57.6,1367.75,Electronic check,No,Female,0,Yes,Yes
2541,5393-HJZSM,10.5,Baixo,"Contrato mensal, Mensalidade alta",32,Month-to-month,DSL,76.3,2404.15,Bank transfer (automatic),No,Female,0,Yes,Yes
2542,3181-MIZBN,10.5,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",16,Month-to-month,No,19.75,313.4,Electronic check,No,Male,0,Yes,Yes
2543,1309-XGFSN,10.5,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",52,One year,DSL,80.85,4079.55,Electronic check,Yes,Male,1,Yes,Yes
2544,0114-RSRRW,10.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",10,Month-to-month,No,19.95,187.75,Bank transfer (automatic),Yes,Female,0,Yes,No
2545,2926-JEJJC,10.5,Baixo,Cliente novo (≤12 meses),8,One year,No,20.2,140.95,Bank transfer (automatic),Yes,Female,0,No,No
2546,8044-BGWPI,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",12,Month-to-month,No,21.15,306.05,Electronic check,Yes,Male,0,Yes,Yes
2547,6278-FEPBZ,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",9,Month-to-month,No,20.25,186.15,Mailed check,No,Female,0,No,No
2548,7343-EOBEU,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,23.6,89.05,Mailed check,Yes,Male,0,Yes,No
2549,3701-SFMUH,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,DSL,69.7,516.15,Credit card (automatic),No,Male,0,Yes,Yes
2550,9139-TWBAS,10.4,Baixo,—,26,One year,DSL,47.85,1190.5,Bank transfer (automatic),No,Female,0,Yes,No
2551,8756-RDDLT,10.4,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",68,Month-to-month,DSL,44.95,3085.35,Electronic check,No,Female,0,No,No
2552,3096-YXENJ,10.4,Baixo,"Internet fibra óptica, Mensalidade alta",65,Two year,Fiber optic,107.65,7082.85,Bank transfer (automatic),Yes,Female,0,Yes,No
2553,5919-VCZYM,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.05,42.7,Mailed check,No,Male,0,No,No
2554,0463-WZZKO,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,20.75,67.1,Credit card (automatic),Yes,Male,0,No,No
2555,5067-DGXLL,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.25,36.8,Mailed check,No,Male,0,No,No
2556,3936-QQFLL,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,19.75,39.3,Mailed check,No,Male,0,No,No
2557,5555-RNPGT,10.4,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",10,Month-to-month,No,24.8,223.9,Credit card (automatic),No,Male,0,No,Yes
2558,7016-NVRIC,10.4,Baixo,"Internet fibra óptica, Mensalidade alta",29,One year,Fiber optic,90.1,2656.7,Bank transfer (automatic),No,Male,1,Yes,No
2559,0815-MFZGM,10.4,Baixo,"Internet fibra óptica, Mensalidade alta",42,Two year,Fiber optic,99.0,4135.0,Credit card (automatic),Yes,Female,0,Yes,No
2560,9174-IHETN,10.4,Baixo,"Internet fibra óptica, Mensalidade alta",50,Two year,Fiber optic,70.35,3533.6,Credit card (automatic),No,Female,0,No,Yes
2561,4670-TABXH,10.4,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,109.75,7758.9,Credit card (automatic),Yes,Male,0,Yes,No
2562,5712-VBOXD,10.3,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,20.15,68.45,Credit card (automatic),Yes,Female,0,No,No
2563,2830-LEWOA,10.3,Baixo,"Internet fibra óptica, Mensalidade alta",61,One year,Fiber optic,103.9,6449.15,Credit card (automatic),No,Male,0,Yes,Yes
2564,2577-GVSIL,10.3,Baixo,Mensalidade alta,35,One year,DSL,73.45,2661.1,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2565,9513-DXHDA,10.3,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",27,One year,DSL,81.7,2212.55,Electronic check,No,Male,0,No,No
2566,9253-VIFJQ,10.3,Baixo,—,65,One year,DSL,67.05,4309.55,Credit card (automatic),No,Male,0,Yes,No
2567,8901-UPRHR,10.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,109.2,7711.45,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2568,3694-GLTJM,10.3,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,19.65,92.05,Credit card (automatic),Yes,Female,0,No,No
2569,5337-IIWKZ,10.3,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",34,Month-to-month,DSL,44.85,1442.6,Electronic check,Yes,Male,0,Yes,Yes
2570,6408-OTUBZ,10.3,Baixo,"Internet fibra óptica, Mensalidade alta",66,One year,Fiber optic,104.55,6779.05,Bank transfer (automatic),Yes,Female,0,No,No
2571,7255-SSFBC,10.3,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,112.25,8041.65,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2572,0623-EJQEG,10.3,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",65,One year,Fiber optic,93.55,6069.25,Electronic check,No,Male,0,No,No
2573,9134-WYRVP,10.3,Baixo,"Internet fibra óptica, Mensalidade alta",51,One year,Fiber optic,86.35,4267.15,Mailed check,No,Male,0,No,No
2574,6661-EIPZC,10.2,Baixo,Contrato mensal,48,Month-to-month,DSL,29.5,1423.05,Credit card (automatic),Yes,Female,0,Yes,Yes
2575,4472-LVYGI,10.2,Baixo,Cliente novo (≤12 meses),0,Two year,DSL,52.55,0.0,Bank transfer (automatic),Yes,Female,0,Yes,Yes
2576,2928-HLDBA,10.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,20.7,112.75,Mailed check,No,Female,0,No,No
2577,7526-IVLYU,10.2,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,19.65,68.35,Mailed check,Yes,Male,0,No,No
2578,6574-MCOEH,10.2,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",33,One year,DSL,79.15,2531.4,Electronic check,Yes,Female,0,Yes,Yes
2579,8474-UMLNT,10.2,Baixo,Contrato mensal,13,Month-to-month,DSL,67.8,842.25,Bank transfer (automatic),No,Female,0,No,No
2580,9546-KDTRB,10.2,Baixo,Contrato mensal,19,Month-to-month,No,24.7,465.85,Bank transfer (automatic),No,Female,0,No,No
2581,7856-GANIL,10.2,Baixo,"Internet fibra óptica, Mensalidade alta",45,One year,Fiber optic,98.7,4525.8,Bank transfer (automatic),Yes,Male,1,Yes,No
2582,9432-RUVSL,10.2,Baixo,"Internet fibra óptica, Mensalidade alta",48,Two year,Fiber optic,102.5,4904.25,Credit card (automatic),Yes,Female,0,No,No
2583,5315-CKEQK,10.2,Baixo,Pagamento por cheque eletrônico,28,One year,DSL,51.0,1381.8,Electronic check,Yes,Male,1,Yes,Yes
2584,1480-IVEVR,10.2,Baixo,"Internet fibra óptica, Mensalidade alta",35,One year,Fiber optic,81.6,2815.25,Bank transfer (automatic),Yes,Male,1,Yes,No
2585,6726-NNFWD,10.2,Baixo,"Internet fibra óptica, Mensalidade alta",71,Two year,Fiber optic,89.45,6435.25,Credit card (automatic),No,Female,1,Yes,No
2586,1741-WTPON,10.2,Baixo,"Internet fibra óptica, Mensalidade alta",56,Two year,Fiber optic,115.85,6567.9,Mailed check,No,Male,0,Yes,Yes
2587,1563-IWQEX,10.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",12,Month-to-month,No,19.7,220.35,Mailed check,No,Female,0,No,No
2588,9351-LZYGF,10.1,Baixo,Contrato mensal,42,Month-to-month,DSL,66.4,2727.8,Credit card (automatic),Yes,Female,0,Yes,No
2589,7753-USQYQ,10.1,Baixo,Pagamento por cheque eletrônico,55,One year,DSL,64.2,3627.3,Electronic check,Yes,Male,0,No,No
2590,0750-EKNGL,10.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",7,Month-to-month,No,20.75,141.1,Mailed check,No,Male,0,No,No
2591,5447-VYTKW,10.1,Baixo,Contrato mensal,27,Month-to-month,DSL,53.45,1461.45,Mailed check,No,Male,0,No,No
2592,1140-UKVZG,10.1,Baixo,Contrato mensal,17,Month-to-month,No,24.8,475.25,Mailed check,No,Female,0,No,No
2593,6728-DKUCO,10.1,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",72,One year,Fiber optic,104.15,7303.05,Electronic check,Yes,Female,0,Yes,Yes
2594,4830-FAXFM,10.1,Baixo,Contrato mensal,19,Month-to-month,No,24.1,439.2,Credit card (automatic),Yes,Male,0,No,Yes
2595,9146-JRIOX,10.1,Baixo,Contrato mensal,14,Month-to-month,No,25.55,372.45,Mailed check,No,Female,0,Yes,Yes
2596,0533-UCAAU,10.1,Baixo,Mensalidade alta,57,One year,DSL,71.1,4140.1,Credit card (automatic),Yes,Male,1,Yes,No
2597,4423-JWZJN,10.1,Baixo,"Internet fibra óptica, Mensalidade alta",64,One year,Fiber optic,90.25,5629.15,Credit card (automatic),No,Male,0,Yes,Yes
2598,9076-AXYIK,10.1,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",64,Two year,Fiber optic,102.1,6538.45,Electronic check,No,Male,1,Yes,No
2599,4981-FLTMF,10.1,Baixo,Contrato mensal,57,Month-to-month,DSL,65.2,3687.85,Bank transfer (automatic),No,Female,0,Yes,Yes
2600,9367-TCUYN,10.1,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",12,Month-to-month,No,20.1,223.6,Mailed check,No,Female,0,No,No
2601,8466-PZBLH,10.1,Baixo,"Internet fibra óptica, Mensalidade alta",67,Two year,Fiber optic,104.6,6885.75,Bank transfer (automatic),No,Male,0,Yes,Yes
2602,4939-KYYPY,10.1,Baixo,"Contrato mensal, Pagamento por cheque eletrônico",27,Month-to-month,DSL,59.45,1611.65,Electronic check,No,Male,0,No,No
2603,7994-XIRTR,10.1,Baixo,—,54,One year,DSL,65.25,3529.95,Bank transfer (automatic),No,Male,1,No,No
2604,1265-HVPZB,10.1,Baixo,—,59,One year,DSL,66.4,3958.2,Credit card (automatic),No,Male,0,Yes,No
2605,1163-VIPRI,10.0,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",65,Two year,Fiber optic,109.3,7337.55,Electronic check,No,Female,0,Yes,Yes
2606,1702-CCFNJ,10.0,Baixo,Contrato mensal,52,Month-to-month,DSL,61.35,3169.55,Bank transfer (automatic),No,Male,0,Yes,No
2607,3007-FDPEA,10.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.7,39.85,Bank transfer (automatic),Yes,Female,0,No,No
2608,0549-CYCQN,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",51,One year,Fiber optic,79.6,3974.7,Bank transfer (automatic),Yes,Male,1,No,No
2609,2200-DSAAL,10.0,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",68,Two year,DSL,80.65,5330.2,Electronic check,Yes,Female,0,No,No
2610,7105-BENQF,10.0,Baixo,—,15,One year,DSL,64.85,950.75,Mailed check,No,Male,0,No,Yes
2611,5640-CAXOA,10.0,Baixo,—,30,One year,DSL,40.35,1187.05,Credit card (automatic),Yes,Female,0,No,No
2612,1465-WCZVT,10.0,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",3,Month-to-month,No,19.65,60.65,Mailed check,No,Female,0,Yes,Yes
2613,5651-CRHKQ,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",41,One year,Fiber optic,86.2,3339.05,Bank transfer (automatic),Yes,Female,0,Yes,No
2614,0347-UBKUZ,10.0,Baixo,Contrato mensal,15,Month-to-month,No,19.9,320.45,Mailed check,No,Female,0,No,No
2615,0824-VWDPO,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",45,One year,Fiber optic,96.75,4442.75,Bank transfer (automatic),No,Female,0,No,No
2616,7997-EASSD,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",63,One year,Fiber optic,81.2,4965.1,Credit card (automatic),Yes,Female,0,Yes,No
2617,2580-ASVVY,10.0,Baixo,Pagamento por cheque eletrônico,37,Two year,DSL,45.4,1593.1,Electronic check,No,Female,0,Yes,No
2618,9640-ZSLDC,10.0,Baixo,—,53,One year,DSL,60.6,3297.0,Credit card (automatic),No,Female,0,Yes,Yes
2619,2805-EDJPQ,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",56,One year,Fiber optic,99.75,5608.4,Credit card (automatic),Yes,Female,0,Yes,Yes
2620,6614-FHDBO,10.0,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,109.2,7878.3,Bank transfer (automatic),No,Male,0,No,No
2621,3658-QQJYD,10.0,Baixo,Mensalidade alta,62,One year,DSL,74.3,4698.05,Credit card (automatic),Yes,Male,0,No,No
2622,8944-AILEF,9.9,Baixo,Contrato mensal,15,Month-to-month,No,19.45,340.85,Credit card (automatic),Yes,Male,0,Yes,No
2623,4568-TTZRT,9.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",9,Month-to-month,No,20.4,181.8,Mailed check,No,Male,0,No,No
2624,4189-NAKJS,9.9,Baixo,—,26,One year,DSL,51.55,1295.4,Credit card (automatic),Yes,Male,0,No,No
2625,4654-DLAMQ,9.9,Baixo,"Internet fibra óptica, Mensalidade alta",64,One year,Fiber optic,97.0,6430.9,Bank transfer (automatic),No,Female,1,Yes,No
2626,0377-JBKKT,9.9,Baixo,Contrato mensal,22,Month-to-month,DSL,57.95,1271.8,Mailed check,Yes,Male,0,Yes,Yes
2627,2428-ZMCTB,9.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",10,Month-to-month,No,19.75,208.25,Credit card (automatic),No,Male,0,No,No
2628,5693-PIPCS,9.9,Baixo,"Internet fibra óptica, Mensalidade alta",41,Two year,Fiber optic,99.65,4220.35,Credit card (automatic),Yes,Male,0,No,No
2629,1099-BTKWT,9.9,Baixo,Pagamento por cheque eletrônico,68,One year,DSL,54.4,3723.65,Electronic check,Yes,Female,0,Yes,No
2630,3612-YUNGG,9.9,Baixo,"Internet fibra óptica, Mensalidade alta",64,Two year,Fiber optic,109.2,6741.15,Credit card (automatic),Yes,Male,0,Yes,Yes
2631,2159-TURXX,9.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.05,95.55,Credit card (automatic),No,Male,0,No,No
2632,3981-QSVQI,9.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,No,19.7,168.9,Bank transfer (automatic),Yes,Male,0,No,No
2633,0975-UYDTX,9.9,Baixo,Mensalidade alta,26,One year,DSL,90.1,2312.55,Credit card (automatic),Yes,Female,0,Yes,No
2634,7636-XUHWW,9.9,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,19.9,33.7,Credit card (automatic),Yes,Male,0,No,No
2635,2717-HVIZY,9.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",8,Month-to-month,No,20.05,163.6,Mailed check,No,Female,0,No,Yes
2636,0285-INHLN,9.8,Baixo,Contrato mensal,27,Month-to-month,DSL,54.75,1510.3,Credit card (automatic),Yes,Male,0,Yes,Yes
2637,5396-IZEPB,9.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",9,Month-to-month,No,19.7,180.7,Credit card (automatic),No,Male,0,No,No
2638,9702-AIUJO,9.8,Baixo,—,50,One year,DSL,44.8,2230.85,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2639,2522-WLNSF,9.8,Baixo,—,34,One year,DSL,64.2,2106.3,Bank transfer (automatic),No,Female,1,Yes,No
2640,6319-QSUSR,9.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",11,Month-to-month,No,19.7,216.2,Credit card (automatic),No,Female,0,No,Yes
2641,5448-VWNAM,9.8,Baixo,"Contrato mensal, Mensalidade alta",19,Month-to-month,DSL,75.9,1375.6,Mailed check,Yes,Female,0,No,Yes
2642,6490-FGZAT,9.8,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",6,Month-to-month,No,20.65,109.3,Mailed check,No,Male,0,No,No
2643,5150-LJNSR,9.8,Baixo,"Internet fibra óptica, Mensalidade alta",31,One year,Fiber optic,98.05,3082.1,Bank transfer (automatic),No,Male,0,Yes,Yes
2644,5144-PQCDZ,9.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,19.95,59.25,Mailed check,Yes,Male,0,No,No
2645,0020-INWCK,9.7,Baixo,"Internet fibra óptica, Mensalidade alta",71,Two year,Fiber optic,95.75,6849.4,Credit card (automatic),Yes,Female,0,Yes,Yes
2646,6196-HBOBZ,9.7,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",65,Two year,Fiber optic,99.35,6347.55,Electronic check,Yes,Male,0,Yes,No
2647,6728-CZFEI,9.7,Baixo,—,15,One year,DSL,56.15,931.9,Mailed check,No,Female,0,No,No
2648,1334-PDUKM,9.7,Baixo,"Internet fibra óptica, Mensalidade alta",68,One year,Fiber optic,86.45,5762.95,Credit card (automatic),No,Female,0,Yes,No
2649,5062-CJJKH,9.7,Baixo,—,25,One year,DSL,53.65,1355.45,Mailed check,No,Male,0,Yes,Yes
2650,8746-OQQRW,9.7,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,25.25,101.9,Mailed check,No,Male,0,No,No
2651,0813-TAXXS,9.7,Baixo,Mensalidade alta,55,Two year,DSL,77.8,4323.35,Bank transfer (automatic),Yes,Male,0,No,No
2652,6869-FGJJC,9.7,Baixo,"Internet fibra óptica, Mensalidade alta",68,One year,Fiber optic,79.6,5461.45,Credit card (automatic),No,Male,0,No,No
2653,5795-KTGUD,9.7,Baixo,"Internet fibra óptica, Mensalidade alta",68,Two year,Fiber optic,110.8,7553.6,Bank transfer (automatic),Yes,Female,0,Yes,No
2654,4835-YSJMR,9.7,Baixo,—,39,Two year,DSL,49.8,1971.15,Bank transfer (automatic),Yes,Male,0,No,No
2655,0516-QREYC,9.7,Baixo,Contrato mensal,24,Month-to-month,No,20.3,459.95,Mailed check,Yes,Female,1,No,No
2656,5306-BVTKJ,9.6,Baixo,—,48,One year,DSL,55.8,2651.2,Credit card (automatic),Yes,Male,0,Yes,Yes
2657,9845-PEEKO,9.6,Baixo,"Internet fibra óptica, Mensalidade alta",59,Two year,Fiber optic,79.2,4590.35,Credit card (automatic),Yes,Female,1,No,No
2658,3915-ODIYG,9.6,Baixo,"Pagamento por cheque eletrônico, Mensalidade alta",60,One year,DSL,71.75,4374.55,Electronic check,Yes,Male,1,No,No
2659,4091-TVOCN,9.6,Baixo,Mensalidade alta,48,One year,DSL,78.75,3682.45,Credit card (automatic),Yes,Male,0,No,Yes
2660,5014-WUQMG,9.6,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",47,One year,Fiber optic,96.1,4391.45,Electronic check,Yes,Male,0,Yes,Yes
2661,8099-MZPUJ,9.6,Baixo,"Internet fibra óptica, Mensalidade alta",48,Two year,Fiber optic,111.8,5443.65,Credit card (automatic),No,Male,0,Yes,Yes
2662,2038-YSEZE,9.6,Baixo,Contrato mensal,29,Month-to-month,DSL,67.45,1801.1,Mailed check,No,Female,0,No,No
2663,2080-SRCDE,9.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",1,Month-to-month,No,25.4,25.4,Mailed check,No,Female,0,No,Yes
2664,8739-QOTTN,9.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,20.35,41.85,Mailed check,No,Female,0,Yes,No
2665,0380-ZCSBI,9.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",10,Month-to-month,No,20.0,198.7,Credit card (automatic),No,Male,0,No,No
2666,0074-HDKDG,9.6,Baixo,—,25,One year,DSL,61.6,1611.0,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2667,1696-MZVAU,9.6,Baixo,—,39,One year,DSL,25.25,947.75,Credit card (automatic),Yes,Male,0,Yes,Yes
2668,5663-QBGIS,9.6,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,98.35,6929.4,Bank transfer (automatic),No,Male,1,Yes,No
2669,0401-WDBXM,9.6,Baixo,"Internet fibra óptica, Mensalidade alta",72,Two year,Fiber optic,105.55,7542.25,Bank transfer (automatic),Yes,Male,0,Yes,Yes
2670,0254-KCJGT,9.6,Baixo,Mensalidade alta,52,One year,DSL,81.4,4354.45,Credit card (automatic),Yes,Male,0,Yes,No
2671,2371-JUNGC,9.6,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",11,Month-to-month,No,20.25,208.0,Mailed check,No,Male,0,No,No
2672,8713-IGZSO,9.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,No,24.85,62.0,Mailed check,No,Male,0,No,No
2673,2732-ISEZX,9.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",5,Month-to-month,No,20.5,104.3,Mailed check,Yes,Female,0,No,No
2674,2931-VUVJN,9.5,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",59,One year,Fiber optic,94.05,5483.9,Electronic check,Yes,Female,1,Yes,No
2675,7690-KPNCU,9.5,Baixo,Mensalidade alta,64,One year,DSL,73.05,4688.65,Credit card (automatic),Yes,Male,0,Yes,Yes
2676,0690-SRQID,9.5,Baixo,"Contrato mensal, Cliente novo (≤12 meses)",4,Month-to-month,No,19.65,67.55,Mailed check,Yes,Male,0,No,No
2677,0727-BNRLG,9.5,Baixo,"Internet fibra óptica, Mensalidade alta",69,Two year,Fiber optic,97.65,6743.55,Credit card (automatic),Yes,Male,0,No,No
2678,8947-YRTDV,9.5,Baixo,"Internet fibra óptica, Mensalidade alta",32,One year,Fiber optic,94.8,3131.55,Mailed check,No,Male,0,Yes,Yes
2679,1621-YNCJH,9.5,Baixo,"Internet fibra óptica, Mensalidade alta",36,Two year,Fiber optic,106.05,3834.4,Credit card (automatic),Yes,Female,0,Yes,No
2680,5149-CUZUJ,9.5,Baixo,"Internet fibra óptica, Mensalidade alta",28,One year,Fiber optic,92.9,2768.35,Bank transfer (automatic),No,Male,0,Yes,Yes
2681,4023-RTIQM,9.5,Baixo,—,31,One year,DSL,50.4,1580.1,Credit card (automatic),Yes,Female,1,Yes,No
2682,6502-KUGLL,9.5,Baixo,Contrato mensal,14,Month-to-month,DSL,59.45,780.85,Bank transfer (automatic),No,Female,0,Yes,Yes
2683,4075-WKNIU,9.5,Baixo,"Cliente novo (≤12 meses), Mensalidade alta",0,Two year,DSL,73.35,0.0,Mailed check,No,Female,0,Yes,Yes
2684,7184-LRUUR,9.5,Baixo,—,22,One year,DSL,65.25,1441.8,Bank transfer (automatic),No,Female,0,No,No
2685,2967-MXRAV,9.5,Baixo,Cliente novo (≤12 meses),1,One year,No,18.8,18.8,Mailed check,No,Male,0,Yes,Yes
2686,3280-MRDOF,9.5,Baixo,—,30,Two year,DSL,69.1,2093.9,Credit card (automatic),Yes,Male,1,No,No
2687,0983-TATYJ,9.5,Baixo,—,33,One year,DSL,51.45,1758.9,Mailed check,Yes,Female,0,Yes,No
2688,5832-EXGTT,9.4,Baixo,Contrato mensal,29,Month-to-month,DSL,60.2,1834.15,Mailed check,Yes,Male,0,Yes,Yes
2689,0864-FVJNJ,9.4,Baixo,"Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",64,One year,Fiber optic,113.35,7222.75,Electronic check,No,Female,0,Yes,Yes
